Study_Hours_per_Week;Preferred_Learning_Style;Online_Courses_Completed;Participation_in_Discussions;Assignment_Completion_Rate (%);Attendance_Rate (%);Use_of_Educational_Tech;Self_Reported_Stress_Level;Time_Spent_on_Social_Media (hours/week);Sleep_Hours_per_Night;Final_Grade
1;0;16;0;51;77;1;1;19;7;2
3;3;17;1;97;78;1;1;28;6;1
3;1;20;0;59;55;1;1;13;8;3
1;2;16;0;98;78;0;1;28;9;3
3;1;0;0;50;79;0;1;28;5;2
3;2;19;1;73;61;0;1;8;4;1
3;2;18;1;67;69;1;0;28;9;0
3;1;9;0;84;87;1;1;19;10;3
3;3;6;1;61;57;0;1;17;7;3
1;1;10;1;58;97;1;2;29;7;0
1;3;13;1;66;60;1;1;30;4;0
1;1;8;0;68;100;1;1;27;5;3
3;3;0;1;69;52;0;2;3;4;0
2;1;19;1;61;62;1;0;3;5;1
3;3;18;1;52;74;1;2;2;5;1
2;1;3;0;67;95;1;1;25;5;0
3;3;8;0;67;69;0;1;4;9;1
3;0;15;0;88;67;1;1;17;5;1
3;3;11;0;75;77;1;1;19;7;3
2;3;8;1;53;70;1;1;26;7;2
3;1;12;0;100;86;0;0;15;5;0
2;1;15;0;66;66;1;1;19;9;3
3;0;3;1;84;66;0;2;29;6;3
1;2;2;1;86;72;0;1;7;4;0
2;0;1;1;56;93;1;0;1;9;2
1;2;10;1;73;83;0;1;27;5;3
3;0;5;1;88;95;0;0;12;6;2
2;1;12;0;84;50;1;1;19;4;3
2;3;3;0;64;84;0;1;5;6;0
2;0;10;1;99;85;1;1;6;4;3
3;3;8;1;86;73;0;2;29;9;3
2;3;17;0;79;52;1;2;24;5;1
2;1;17;1;71;76;0;1;11;8;1
3;0;0;1;60;81;1;1;15;4;1
3;3;8;1;92;90;1;1;13;7;2
1;3;2;1;60;73;1;0;9;9;1
3;3;19;1;72;68;0;2;30;5;2
1;0;2;1;92;92;1;1;27;10;2
3;1;13;0;84;52;0;2;11;4;2
3;2;7;1;64;78;1;1;12;8;0
2;2;14;1;79;89;0;2;0;9;1
1;1;5;1;56;54;1;0;22;8;1
1;1;4;0;59;63;1;1;30;8;1
2;2;8;0;54;73;1;1;13;7;3
2;1;15;0;86;80;1;1;12;5;1
2;3;5;0;72;70;1;1;17;7;0
2;2;4;1;93;75;0;1;29;7;3
2;1;2;0;88;63;1;1;16;9;1
1;2;16;0;52;55;1;0;9;6;2
3;0;17;0;53;70;1;2;26;5;3
2;3;13;1;53;74;0;1;12;4;2
1;2;9;0;86;72;1;1;10;7;2
3;2;2;1;51;65;0;0;25;7;0
1;3;7;0;100;76;1;2;14;7;3
2;2;13;1;99;88;1;1;29;4;2
2;2;15;1;72;74;0;2;0;8;0
3;3;13;0;58;70;1;0;29;7;0
2;3;1;1;75;97;0;1;15;4;3
3;0;15;0;86;92;1;2;30;5;1
3;1;13;0;61;60;1;1;20;4;1
3;0;5;0;55;51;1;1;26;10;0
3;1;8;1;81;99;1;2;8;5;3
1;1;10;0;98;73;0;1;23;7;0
2;3;12;1;92;67;0;2;16;8;0
2;3;11;1;83;63;1;1;3;10;0
3;0;14;1;94;85;0;0;2;5;3
3;0;3;1;98;54;1;1;6;9;3
3;0;15;1;98;98;1;1;22;6;0
3;2;10;1;71;68;0;2;22;5;0
1;2;9;0;61;99;1;1;26;7;1
2;3;15;1;95;82;1;1;8;10;1
3;0;12;0;75;78;1;2;6;9;3
1;1;7;0;68;64;1;1;25;10;1
2;3;4;1;57;66;1;1;7;5;2
3;1;14;1;63;54;1;1;23;10;3
1;3;18;0;83;95;1;1;0;5;3
2;0;2;1;78;84;1;2;29;8;3
1;1;10;0;89;73;1;2;12;4;0
1;0;10;0;54;83;0;1;10;6;2
2;3;16;1;86;63;1;1;5;8;2
3;2;15;0;89;80;1;1;15;7;3
2;2;11;1;69;54;1;1;30;8;2
3;3;8;0;87;72;1;2;29;6;1
3;2;4;1;99;55;1;2;25;9;0
3;2;11;1;85;99;0;0;26;7;0
2;0;15;0;87;75;0;2;26;4;3
3;2;13;0;94;84;1;1;25;5;3
2;2;19;1;66;55;1;1;4;8;3
2;2;18;1;91;83;1;2;29;10;1
2;1;17;1;80;73;1;1;16;6;2
3;0;17;0;56;100;1;1;12;4;3
2;2;8;1;55;90;1;1;24;6;2
1;0;10;1;86;53;1;0;11;9;1
3;2;10;0;82;81;1;2;2;8;1
3;3;20;1;64;61;1;2;21;9;3
3;0;4;1;87;59;1;1;28;4;3
3;2;15;1;56;95;1;0;2;8;0
3;1;2;1;86;76;1;1;24;10;1
2;0;4;0;79;65;0;1;22;10;1
3;1;3;0;95;69;1;0;17;9;1
3;0;8;1;62;82;0;2;20;4;3
1;3;0;1;62;67;1;2;26;9;3
1;3;12;0;64;79;1;1;25;5;0
3;3;10;0;59;72;1;1;18;5;3
2;3;2;1;51;58;0;2;27;4;1
2;0;11;0;96;93;1;1;17;10;1
2;0;6;1;70;84;0;2;2;5;0
3;2;19;1;94;68;0;0;20;6;2
2;3;11;0;70;79;1;0;5;5;1
1;2;15;0;98;50;1;1;11;9;0
3;1;0;1;72;98;1;1;29;5;3
1;0;2;1;73;83;1;1;30;7;2
2;0;2;1;72;98;0;1;10;7;2
3;2;14;0;56;53;1;0;23;5;1
2;1;9;1;76;92;1;1;11;5;2
3;1;0;0;73;76;1;1;30;5;2
3;2;13;1;91;75;1;0;11;7;0
3;0;17;0;65;77;0;2;22;9;2
2;2;3;0;52;73;1;1;2;9;2
2;3;6;0;81;54;0;2;8;5;0
2;0;14;1;66;72;1;1;5;10;2
1;2;7;0;78;63;1;1;27;4;2
3;1;15;0;56;50;1;1;10;5;2
3;3;0;0;60;92;1;2;18;6;3
3;2;17;0;78;51;1;0;0;9;0
3;0;9;0;99;58;1;1;30;9;2
1;2;16;0;51;64;1;0;26;5;1
2;3;1;0;75;90;0;1;0;7;1
3;3;4;0;94;92;1;1;0;10;2
1;2;20;1;57;60;0;1;26;8;2
2;0;16;0;99;97;1;1;3;4;0
3;3;2;0;61;60;1;1;30;5;0
3;0;5;0;98;54;1;0;9;5;0
1;3;18;0;62;56;1;1;30;4;3
3;3;9;0;80;55;1;1;26;5;2
2;0;1;1;75;76;0;1;22;5;0
3;0;0;1;56;61;0;2;8;9;0
2;1;11;1;84;94;1;1;24;5;2
2;0;0;1;77;95;1;0;6;7;1
1;2;14;1;52;79;0;2;14;5;1
2;1;17;0;58;52;1;0;2;6;0
3;2;6;1;95;99;1;1;22;9;3
2;3;1;1;76;81;0;2;10;8;0
1;2;1;0;100;62;1;2;4;4;3
3;2;0;0;82;64;1;1;25;9;2
3;1;3;1;93;68;0;2;3;7;0
2;0;1;1;55;62;1;2;14;7;3
3;3;8;0;56;83;1;2;5;10;2
1;3;12;0;92;90;1;0;22;8;3
1;1;7;1;56;70;1;1;7;6;3
3;2;0;1;92;53;0;2;6;7;2
3;3;0;1;100;50;0;1;23;6;3
2;3;3;1;67;78;0;1;25;7;3
2;2;19;0;80;57;1;1;23;7;3
3;3;0;1;74;75;1;1;6;10;0
3;1;18;0;87;72;1;0;10;6;3
3;3;3;0;60;55;1;1;15;10;1
2;3;13;0;88;67;1;1;20;7;0
2;2;9;0;86;50;1;1;23;5;0
2;2;2;1;100;64;1;2;21;4;2
1;3;3;1;60;71;0;1;10;8;0
2;3;12;0;85;74;1;1;7;7;3
2;1;17;0;95;98;1;1;6;4;0
3;2;18;0;72;100;1;2;17;7;3
3;0;0;0;96;79;1;1;18;7;3
1;1;9;0;72;59;1;1;6;5;3
1;0;12;1;56;50;1;1;0;7;3
1;3;4;1;83;93;0;2;17;9;1
3;0;1;0;61;85;1;1;18;10;1
2;2;15;1;87;77;1;1;5;6;1
3;0;9;1;77;89;1;1;14;5;1
3;2;20;1;83;60;1;2;8;8;0
3;0;5;1;76;80;1;1;5;10;1
1;3;2;0;54;82;0;1;29;8;0
2;0;15;0;88;80;0;1;4;10;1
3;2;11;0;64;66;1;2;7;7;3
1;0;5;1;60;73;1;0;18;8;1
2;1;1;0;75;100;1;1;26;4;1
1;3;12;1;57;54;0;0;5;5;3
1;2;16;0;63;65;1;1;27;9;3
2;3;3;1;77;99;1;1;20;4;2
2;1;16;1;77;66;0;1;25;8;0
3;3;2;0;60;69;1;0;21;8;1
2;3;16;1;56;69;1;2;20;8;0
1;2;15;1;66;53;1;1;10;9;3
3;3;1;1;72;85;0;0;0;5;1
2;3;13;1;99;60;0;2;15;7;3
3;3;12;1;81;73;0;2;6;6;3
3;1;0;1;76;57;0;2;1;10;0
3;3;6;1;60;70;0;1;28;4;2
3;1;16;1;88;69;0;2;13;5;2
3;3;0;1;79;75;1;2;4;6;1
3;2;20;0;79;54;1;2;6;8;0
2;0;3;1;73;99;1;1;17;6;3
2;3;16;1;100;87;1;1;4;5;1
2;2;16;1;58;98;1;1;13;7;2
1;2;7;0;66;63;1;2;19;10;1
1;0;11;1;66;90;1;0;13;10;0
3;0;10;1;72;87;1;1;27;8;3
3;0;13;1;88;67;1;2;18;6;1
2;0;0;0;58;93;1;2;16;7;2
1;3;8;1;54;70;1;0;9;6;0
2;0;4;1;91;86;1;0;19;4;3
1;2;1;0;90;72;1;1;7;7;1
2;1;17;1;66;57;1;1;30;4;2
3;1;9;1;69;88;0;0;22;5;2
3;1;0;1;95;95;1;2;25;7;0
3;0;12;1;63;68;0;2;7;8;2
3;2;12;1;98;76;1;2;11;7;0
2;1;16;0;60;65;1;2;18;5;3
3;3;13;0;61;87;1;1;25;5;1
2;1;6;0;60;92;1;2;3;5;0
2;0;17;0;59;99;1;1;1;5;0
1;0;5;0;61;72;1;2;20;10;1
3;1;20;0;76;62;1;0;24;10;1
1;1;9;0;73;65;1;1;12;9;2
1;0;14;0;82;70;0;1;15;6;2
3;3;16;1;80;71;1;1;20;10;3
3;2;12;1;50;98;1;2;30;9;2
1;3;6;1;87;78;0;2;10;7;0
3;0;13;1;61;66;1;0;13;9;2
3;3;6;1;66;63;1;1;9;7;0
2;1;0;0;61;99;0;1;30;8;1
3;2;2;1;75;65;1;1;0;7;3
2;1;7;0;65;77;0;2;10;5;3
2;2;6;1;79;81;1;1;14;7;2
2;0;12;0;65;78;1;1;3;6;1
1;2;2;1;98;77;1;1;11;6;0
3;0;5;1;81;76;1;1;28;10;2
3;2;0;0;90;65;1;2;8;5;1
1;1;10;0;82;90;1;1;7;6;1
2;3;13;1;74;93;1;1;15;8;1
2;3;11;0;87;50;0;0;5;4;3
2;1;12;0;78;56;0;1;29;7;1
3;2;19;1;85;72;1;1;20;9;0
3;3;10;0;79;56;0;1;23;5;2
2;1;18;0;86;87;1;0;25;6;0
3;2;20;1;54;54;1;1;25;8;2
3;0;0;1;92;50;1;0;22;10;0
3;1;4;1;53;74;1;1;18;4;3
3;0;17;1;66;99;1;1;30;7;1
1;0;13;1;64;56;1;1;3;9;0
2;2;18;1;81;96;1;0;19;8;2
2;3;1;1;54;60;1;1;0;10;3
3;2;4;1;89;92;0;2;9;10;1
2;3;5;0;76;90;1;1;0;8;1
1;3;11;1;96;86;1;1;14;6;0
3;2;3;1;52;94;1;1;21;7;0
3;2;2;1;53;54;0;1;29;5;0
2;2;5;1;64;50;0;2;16;5;3
1;3;19;0;77;71;0;0;10;10;1
1;2;0;0;51;100;1;0;16;5;2
2;2;11;1;92;67;1;0;4;5;2
3;3;13;1;58;90;1;0;23;10;2
1;0;2;1;99;82;1;0;11;8;3
3;0;14;0;52;51;1;0;26;9;1
1;1;15;0;67;80;1;1;2;10;3
3;2;8;1;64;82;1;2;3;9;2
2;2;20;1;57;63;0;2;27;4;0
1;3;3;1;60;78;1;0;7;8;3
2;0;0;1;76;85;0;2;2;10;3
1;0;0;0;53;56;1;0;10;6;2
1;1;4;1;82;54;0;1;29;8;1
3;2;3;1;97;78;0;0;26;9;1
3;3;15;0;65;66;1;2;27;4;0
3;0;17;0;53;62;0;0;3;5;1
3;2;11;0;57;59;1;0;10;6;0
3;3;18;1;85;84;1;0;7;5;1
2;1;1;1;84;65;1;1;10;7;1
1;1;11;1;66;63;1;2;25;7;1
2;3;14;0;89;73;1;1;23;4;0
3;3;5;1;90;73;1;1;16;6;2
2;2;14;1;57;91;1;1;11;7;2
3;0;10;1;59;57;0;1;29;7;0
3;1;6;1;88;77;1;1;19;4;0
2;1;16;1;82;62;0;1;11;6;2
2;2;14;1;66;57;1;2;14;5;2
2;2;19;1;92;51;1;2;9;5;2
3;2;12;1;84;89;1;0;25;8;3
1;2;13;1;98;91;0;1;24;7;0
3;3;16;1;69;68;1;1;29;9;0
3;0;20;1;80;90;1;0;26;10;1
3;1;13;1;60;81;0;1;13;7;2
2;1;16;1;66;97;1;1;5;4;2
1;3;7;1;95;57;1;2;13;7;0
3;3;4;1;59;59;0;2;5;4;1
1;2;18;1;64;57;1;2;20;9;2
3;3;2;1;88;63;0;1;15;5;2
3;3;15;1;61;90;1;1;2;6;0
3;0;8;0;95;52;1;1;10;4;3
3;1;18;1;71;92;1;2;4;7;0
3;0;9;0;62;59;1;2;0;9;3
3;3;20;1;79;84;0;0;21;10;2
2;1;18;1;54;85;1;1;3;9;1
3;0;15;1;69;61;1;1;23;7;3
1;2;6;0;60;79;1;2;10;6;2
1;1;6;1;80;52;1;2;19;4;0
2;0;1;1;73;86;1;1;22;8;0
1;0;2;1;95;90;0;2;16;7;2
1;3;3;1;93;72;1;2;27;7;2
3;0;5;1;70;56;1;1;12;4;0
2;1;20;0;90;62;0;1;2;6;0
3;0;20;0;74;99;0;1;4;10;0
1;2;19;0;95;90;1;2;4;7;0
1;0;13;0;70;68;0;2;26;10;2
3;2;1;1;55;95;1;2;8;9;0
3;0;16;1;100;53;1;1;17;4;1
3;0;15;1;56;97;1;2;13;10;1
2;3;10;1;84;89;0;1;11;8;2
1;0;19;1;75;72;0;2;5;8;3
3;2;19;1;78;75;0;2;20;5;2
3;0;18;1;79;69;0;0;6;7;2
3;0;2;1;100;61;1;2;17;9;2
1;1;19;1;89;71;1;2;25;9;0
1;1;12;0;99;83;1;1;6;8;1
1;1;3;0;95;90;1;1;18;10;2
2;2;0;0;64;69;1;1;10;9;2
2;3;7;1;57;66;0;2;13;10;2
1;1;2;0;66;50;0;0;15;8;1
3;1;4;1;79;56;0;2;1;8;1
3;1;6;1;64;99;1;2;7;7;2
2;3;3;0;72;51;1;0;30;6;0
2;3;4;0;53;92;1;1;3;9;2
3;2;20;1;62;85;0;1;0;4;0
2;3;18;1;100;91;1;1;2;7;0
3;3;18;1;67;50;1;1;3;7;2
2;0;17;1;59;74;1;0;2;5;3
2;1;17;1;70;88;1;1;26;7;1
3;1;20;1;73;96;1;0;19;7;2
2;1;4;1;98;96;1;2;22;4;1
2;1;10;0;93;98;1;1;14;5;0
3;1;16;0;51;65;0;1;27;4;2
2;3;9;0;65;52;1;1;14;5;0
3;3;18;1;76;68;1;2;19;10;2
2;1;20;0;64;95;1;1;22;9;1
1;1;5;1;81;77;0;2;19;6;3
3;0;10;0;91;82;0;1;4;10;2
3;1;12;1;63;78;1;2;27;7;1
3;2;16;1;56;67;0;1;12;9;2
1;1;15;0;73;74;1;2;18;8;2
1;0;0;1;66;56;0;1;23;5;2
2;1;20;1;77;69;1;2;12;6;1
3;3;0;1;72;94;1;1;10;9;2
1;2;0;0;57;55;1;1;28;7;1
2;1;9;1;80;80;1;1;0;9;1
3;0;19;1;86;61;0;2;27;9;3
3;2;7;1;71;99;0;2;30;7;1
3;2;18;1;72;56;1;1;12;8;0
3;1;7;1;72;60;1;0;24;8;0
1;1;20;0;81;59;0;2;27;6;3
3;0;19;0;68;73;1;2;10;6;0
3;1;11;0;87;94;0;2;1;8;3
2;1;14;0;89;78;1;1;15;10;0
1;1;18;0;63;56;0;1;20;5;3
1;3;6;0;65;99;1;2;30;10;0
3;3;10;1;64;85;0;1;26;10;3
2;0;19;1;81;56;0;1;24;10;0
3;0;4;1;88;59;1;1;8;9;0
3;3;2;1;92;98;0;1;19;8;2
3;2;9;1;97;72;1;1;27;5;2
3;0;8;1;98;94;1;0;2;9;0
3;1;19;1;52;66;1;1;5;6;0
3;1;13;1;97;85;0;2;8;9;1
2;2;20;1;72;96;1;1;4;8;0
3;3;18;0;84;93;1;1;16;8;1
3;2;17;1;57;95;0;1;21;10;1
3;0;14;0;61;76;0;2;15;10;2
1;2;14;1;50;86;1;2;16;4;0
3;1;14;0;52;51;1;0;0;6;2
3;3;0;0;58;100;1;1;19;4;0
3;2;4;1;51;69;1;1;10;9;2
3;2;20;0;90;56;0;0;13;5;2
1;3;20;1;75;71;1;1;18;4;0
1;2;6;1;66;93;1;2;8;4;3
3;3;3;0;72;88;0;1;4;8;3
2;3;19;0;63;89;0;1;13;9;1
1;0;11;1;68;58;1;1;12;9;3
2;3;11;1;54;61;1;2;2;6;0
2;3;16;1;51;87;0;2;7;9;1
3;1;13;1;88;70;0;1;24;6;0
2;1;15;0;81;85;1;1;7;7;0
3;3;6;1;72;67;1;1;5;8;3
2;1;20;1;98;94;1;1;11;10;2
3;2;6;0;79;73;1;1;2;4;1
3;0;9;1;79;89;1;2;13;10;0
3;2;18;0;76;54;0;1;6;7;0
3;1;14;1;89;61;1;1;24;4;1
3;1;8;1;60;84;0;1;22;4;1
2;2;14;1;52;98;1;1;30;4;2
2;2;18;1;50;68;1;2;21;7;3
3;2;16;1;74;89;0;1;27;5;1
1;1;0;0;87;84;1;1;13;9;0
2;0;1;0;77;51;0;2;11;5;0
3;0;11;1;54;65;1;1;11;9;1
3;0;18;1;67;60;1;0;14;7;1
3;1;17;0;91;77;1;1;4;4;0
2;2;4;1;59;98;0;1;11;5;3
1;2;7;1;100;68;1;1;12;4;0
2;3;10;1;55;99;1;0;23;6;0
3;2;9;1;64;66;1;1;12;5;2
2;1;11;0;59;59;1;2;6;8;1
2;2;18;1;99;95;1;2;6;10;1
2;1;19;1;59;77;1;2;10;10;3
2;1;2;1;98;52;1;1;26;6;1
1;3;7;0;52;76;0;1;15;6;3
2;3;2;1;78;70;1;1;3;5;1
1;2;20;1;52;84;1;1;23;9;1
1;2;16;1;66;75;1;1;30;7;1
2;3;14;1;54;56;1;1;7;5;2
2;1;16;0;96;80;0;1;28;10;2
3;2;15;0;62;98;1;1;6;8;2
2;2;9;0;54;97;1;2;2;10;1
3;2;13;0;72;69;1;0;5;8;1
3;1;6;1;50;91;1;2;26;5;1
3;3;17;1;60;62;1;1;2;6;0
1;1;18;0;81;59;1;2;12;5;3
3;1;9;1;87;59;1;1;26;8;2
3;0;6;1;77;95;1;1;7;5;3
3;0;13;0;57;55;1;1;30;8;3
3;1;17;0;88;79;1;1;23;7;3
2;1;19;0;52;76;0;2;2;4;3
3;3;13;1;58;72;1;1;10;10;1
2;0;7;0;89;92;0;0;29;5;2
2;1;18;0;98;57;1;0;25;9;1
2;3;9;1;74;65;1;1;4;9;0
3;1;18;1;98;54;0;2;16;5;3
3;2;10;0;79;69;1;1;15;4;1
3;1;4;0;94;85;1;1;16;6;2
3;1;4;0;99;51;1;1;22;4;1
2;1;4;1;59;89;1;1;7;7;3
3;2;18;0;61;89;1;1;21;5;1
2;0;11;1;58;92;1;1;18;6;0
1;1;7;1;58;98;0;0;5;5;3
2;1;0;1;85;72;1;1;9;5;3
3;0;16;1;55;75;1;0;13;9;2
1;1;2;1;66;95;1;1;8;4;1
3;3;5;1;65;72;0;1;7;10;2
3;0;15;1;72;85;0;2;5;4;0
3;2;0;1;62;91;1;1;4;9;0
3;0;2;1;89;74;1;0;2;7;2
3;3;16;0;93;84;1;1;24;5;1
3;1;9;0;88;99;1;2;18;7;3
2;1;7;1;91;67;0;1;21;9;2
3;1;2;1;64;66;1;1;5;8;0
3;0;12;1;77;100;0;2;0;5;1
1;2;3;0;63;82;1;2;5;7;3
3;3;19;1;86;98;1;1;7;6;1
3;2;4;0;88;90;1;2;18;4;2
3;0;9;0;98;85;1;1;29;7;1
2;1;6;1;79;64;1;2;2;6;2
3;2;18;1;62;97;1;2;12;5;0
2;0;9;1;61;67;0;1;23;4;1
2;0;3;1;60;64;1;2;8;9;2
2;1;0;0;68;63;1;2;30;4;2
3;2;8;1;78;99;0;1;23;4;2
3;0;6;1;70;72;1;0;0;8;0
3;3;11;1;79;71;1;1;17;5;1
3;0;15;1;96;83;0;2;17;5;1
1;3;18;1;95;99;1;2;9;5;0
3;0;18;1;51;69;1;2;0;4;2
2;3;5;1;57;100;0;2;16;7;0
1;3;10;0;96;53;1;2;23;7;2
1;2;12;0;90;56;1;1;29;10;2
3;3;10;1;50;70;1;2;23;8;1
3;3;9;1;56;64;1;1;11;5;2
3;1;19;1;69;59;1;1;26;9;0
1;0;2;0;71;99;1;0;16;5;2
3;0;11;1;79;95;1;2;7;4;0
2;3;10;1;69;66;1;1;21;6;2
2;3;10;0;89;51;1;2;15;5;1
3;1;1;1;96;75;1;2;26;7;3
3;3;20;0;61;98;1;2;27;7;1
3;1;12;0;73;60;1;1;28;6;2
1;0;3;0;89;74;0;0;17;8;2
3;3;17;1;68;80;0;1;28;7;0
1;2;9;1;85;86;1;2;25;9;0
2;2;18;0;61;74;0;1;20;4;0
2;3;17;1;80;91;1;1;21;5;0
1;1;3;1;70;50;0;1;21;8;1
3;0;9;1;78;91;1;1;22;6;1
3;1;16;1;75;56;1;1;1;8;3
3;0;8;1;53;70;1;1;0;4;3
3;3;7;1;83;59;0;1;25;9;0
1;2;6;1;96;90;1;2;18;4;3
2;3;19;0;93;88;1;1;26;5;1
1;2;2;1;54;71;1;2;20;6;3
3;3;8;1;65;86;0;1;3;7;2
2;0;1;1;94;80;1;1;25;7;0
1;3;0;1;61;65;0;0;11;5;2
1;2;8;1;97;73;1;2;28;4;1
1;3;13;1;85;56;1;2;4;10;1
3;2;11;0;68;71;0;2;0;9;3
3;1;10;1;57;73;1;0;16;8;3
3;2;9;1;73;75;1;1;15;9;0
2;1;5;1;69;50;1;2;6;6;0
2;3;16;1;65;64;1;1;7;4;1
2;2;7;1;77;83;1;2;2;8;0
3;2;1;0;66;93;1;1;15;8;3
3;3;10;1;72;81;1;1;29;6;3
3;2;16;0;84;92;0;1;13;7;1
2;0;13;0;99;82;1;1;27;9;2
2;3;4;0;67;78;1;1;3;5;3
1;3;1;1;80;53;1;1;23;5;0
2;0;15;1;84;100;0;2;15;5;1
3;1;3;0;69;88;0;2;9;4;2
3;3;17;1;92;75;0;2;8;9;0
3;0;0;0;51;66;1;2;24;4;1
1;0;19;1;85;61;1;2;18;7;2
3;0;20;1;79;54;1;0;5;4;1
3;3;1;1;72;66;0;2;28;5;1
3;2;9;0;69;81;1;1;6;8;3
2;2;4;1;72;53;0;2;8;9;1
2;3;16;1;80;71;1;2;15;9;0
3;3;19;0;85;76;0;2;24;5;3
3;1;3;1;91;59;0;1;12;5;0
2;3;0;1;85;58;0;2;14;8;2
2;1;10;1;64;86;1;2;26;6;1
2;0;20;1;68;74;0;2;7;7;2
2;1;13;1;53;86;1;2;5;6;1
2;2;13;0;80;74;0;0;6;10;2
3;3;2;0;72;63;1;0;19;9;0
3;3;1;0;61;80;1;1;28;5;1
3;1;15;1;73;100;0;2;0;9;0
2;2;16;0;74;80;1;0;10;4;1
3;2;8;1;50;62;1;0;27;4;0
2;3;18;0;97;78;0;1;28;10;3
2;2;11;1;79;72;0;1;8;4;2
2;0;4;0;62;93;1;1;0;6;0
3;1;15;1;81;84;0;0;27;6;0
3;1;6;0;89;75;1;1;3;4;0
3;3;2;1;60;96;1;1;21;9;0
3;3;20;0;83;74;0;1;28;8;1
3;0;12;0;94;99;1;0;3;5;3
2;0;0;0;96;83;1;0;26;8;2
3;0;0;1;80;96;1;1;8;5;0
3;3;5;1;75;77;1;1;28;9;1
3;1;10;1;53;72;1;2;25;9;3
1;0;19;1;73;99;1;1;25;5;3
3;2;20;1;99;98;0;0;24;7;0
1;2;5;1;82;61;0;0;26;10;1
3;1;14;1;65;50;1;0;16;5;2
3;3;0;1;56;72;1;2;7;6;2
1;2;5;1;88;84;1;2;7;9;3
3;1;18;1;75;50;0;1;18;7;1
3;0;10;0;89;78;1;2;14;5;3
3;0;2;1;84;76;1;0;5;7;3
3;0;0;1;94;69;0;0;12;7;0
2;3;18;1;86;77;0;1;14;8;2
3;3;13;1;66;99;1;1;24;5;0
1;3;19;1;60;59;1;0;0;5;2
1;3;13;1;62;89;1;0;29;8;0
3;0;5;1;53;88;0;2;22;4;0
1;3;3;1;91;85;1;1;26;10;1
2;1;0;1;51;82;1;1;21;4;0
3;0;2;0;57;60;1;1;13;5;1
1;0;10;1;89;76;1;1;27;6;2
1;0;19;0;68;95;1;2;6;8;2
3;0;9;1;55;96;0;1;1;10;3
1;1;19;1;98;85;1;1;14;5;3
1;2;7;0;50;96;1;1;15;7;3
3;2;13;0;78;98;1;0;28;8;2
3;0;11;1;59;97;1;1;27;6;2
3;1;0;0;60;74;1;1;24;9;2
1;2;3;1;95;56;1;1;5;5;2
3;3;16;1;68;89;1;2;1;8;3
3;1;9;0;76;98;0;2;18;8;2
3;2;16;0;70;58;1;1;11;5;2
1;0;0;1;94;93;0;2;22;6;0
2;1;11;1;52;87;1;1;13;9;0
1;1;0;0;86;96;0;1;17;5;1
2;1;20;0;60;51;0;1;13;7;2
2;0;19;0;93;51;0;1;26;9;3
3;3;19;0;53;76;0;2;10;8;1
2;3;3;0;87;52;1;1;16;4;3
2;1;15;1;86;72;1;2;7;4;1
2;2;6;1;61;88;1;1;20;8;2
2;1;9;0;58;98;1;1;0;9;2
3;2;4;1;64;95;1;2;4;4;3
2;1;17;1;73;76;0;1;23;6;0
2;1;18;1;54;84;1;1;20;8;0
3;0;5;1;58;84;0;2;21;10;0
3;2;12;0;86;52;1;1;3;4;2
2;0;4;1;57;100;1;2;15;7;0
3;0;14;1;59;76;0;2;21;7;0
2;1;16;1;86;55;1;1;7;4;2
3;3;19;1;66;78;0;2;17;9;3
1;0;1;1;79;58;1;1;24;8;2
1;2;18;0;90;68;1;1;18;10;0
3;2;12;0;83;86;1;1;15;7;2
3;0;18;1;81;52;1;1;14;8;1
3;3;13;1;96;98;0;1;25;9;1
1;2;7;0;84;71;1;1;21;10;1
3;3;1;1;61;52;1;2;15;7;1
2;1;17;0;79;63;1;1;19;7;1
3;1;6;1;74;65;1;1;23;7;0
1;0;16;1;71;56;0;1;23;4;1
3;1;13;0;58;85;1;1;24;5;0
2;2;1;1;67;73;1;1;28;4;2
3;2;7;1;72;69;1;2;5;5;1
2;2;0;1;93;56;0;1;27;5;0
2;1;11;0;57;66;1;0;2;10;2
3;2;3;0;88;79;1;2;1;9;2
3;0;20;1;55;61;1;0;15;8;2
2;1;20;0;69;61;1;1;7;9;0
1;3;8;1;84;83;1;1;5;4;0
3;1;10;1;96;76;0;2;6;5;0
1;1;19;1;52;90;1;0;9;4;0
3;1;1;0;68;96;1;0;2;6;3
3;2;12;1;57;75;1;2;17;9;2
1;3;13;0;73;58;1;2;28;7;0
1;0;14;1;84;58;0;1;21;7;2
2;3;19;0;59;94;1;1;14;4;3
3;1;8;0;58;99;0;1;30;4;2
3;1;0;1;68;95;0;1;8;8;3
2;3;0;0;98;51;1;1;0;4;3
2;2;15;1;50;99;1;1;11;4;0
3;1;5;1;92;55;1;1;25;8;1
3;2;6;0;94;97;0;1;10;10;2
2;2;19;1;76;67;0;0;6;8;0
1;3;4;1;58;93;1;1;16;10;0
2;1;12;1;88;76;0;1;2;4;3
3;1;20;1;50;61;0;2;8;6;1
3;3;1;0;58;97;1;1;27;7;2
1;0;19;1;87;73;0;2;16;8;2
2;0;11;1;82;67;0;2;10;10;0
3;3;19;1;86;76;0;1;11;7;2
2;1;12;1;68;68;0;1;16;9;3
2;0;2;0;89;86;0;1;11;4;3
3;1;3;1;64;51;0;1;21;7;3
2;3;6;1;76;74;1;2;2;5;2
